Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
453,269,89.45,85.96,4.45,79.86,24.45,25.28,81.41,45.72,7.43,3.35,0,3.35,0,0,0,4.09,11.15,11.15,7.43,2.23,8.18,0,11.52,3.72,1.86,0.37,0.37,1.12,2.97,2.97,0,0,0,0,7.43,0,0,0,0,7.06,2.23,2.23,1.49,0.37,1.12,0,1.86,0,1.86,0,0.37,0,0.37,0,0,10.41,4.83,1.86,3.35,0.74,0,1.49,8.92,2.97,10.04,0.74,5.58,3.72,5.58,4.46,0.37,1.12,0,0,0,0,0,0,0,0,14.87,5.2,4.09,0,0,0,0.37,0.74,0,0.37,0.74,3.35
454,1604,95.23,63.42,1,33.29,34.13,29.36,35.1,18.95,2.31,1,0,0.44,0.06,0,0.5,1.31,4.61,6.92,2.87,0.62,2.56,0.31,4.24,2,0.75,0.62,1.68,0.37,1.68,1.06,0.62,0.12,0.37,0,3.99,0.19,0,0.37,0.31,3.74,1.31,0.81,0.31,1.18,0.25,0.69,1.37,1.06,0.25,0.06,0.62,0,0.31,0,0.19,3.49,1.31,0.87,1.06,0.69,0.19,0.56,2.49,1.06,4.93,0.69,2.62,1.56,1.87,1.12,0.81,0.31,0.25,0.31,0.25,0.06,0.19,0,0,0,27.74,4.74,6.48,0.94,0.12,0.12,0.12,6.11,1.06,2.49,1.25,4.3
455,365,92.28,57.61,22.36,72,40.56,19.45,84.38,51.78,6.03,2.74,1.37,0,0.55,0,0.82,3.29,11.23,14.79,12.33,1.64,6.03,0.55,22.19,4.66,1.1,0.82,1.37,3.01,3.56,3.01,0.55,0,0,0,6.03,0,0,0,0,12.6,0.82,1.64,3.84,4.66,1.1,2.74,1.92,1.64,0.27,0,0.55,0,0.27,0,0.27,4.93,1.92,1.37,1.1,1.64,0,3.56,9.32,9.04,15.34,2.19,9.04,4.38,3.01,1.92,0.55,0.55,0.27,0,0,0,0,0,0,0,10.41,4.11,1.92,0.55,0,0,0,0,0,1.37,0,2.47
456,100,99,75.81,36.95,80.22,50,17,73,44,4,0,0,0,0,0,0,4,10,21,7,0,2,0,9,3,1,0,1,1,3,3,0,0,0,0,7,0,0,0,3,2,0,1,0,0,1,0,6,3,0,3,0,0,0,0,0,3,1,0,1,1,0,2,6,2,19,0,15,4,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,1,0,0,0,3
457,631,82.44,77.18,16.74,92.07,21.76,19.02,87.48,52.61,12.84,5.55,2.69,1.9,0.48,0,0.48,7.29,9.19,14.9,7.45,3.8,6.5,0.95,14.58,5.39,4.12,1.74,2.22,2.38,4.44,4.12,0,0,0,0,10.62,0.16,0.32,0,0.32,10.94,3.17,3.33,1.11,1.9,1.11,1.9,3.49,3.33,0,0,0.32,0,0.16,0.16,0,9.83,5.39,1.58,1.43,2.06,0,2.22,11.09,0.63,8.56,1.58,5.23,1.74,2.54,3.65,0.16,0.63,0.16,0,1.58,0,1.11,0,0.48,0,10.62,5.23,3.65,0,0,0.16,0,0.16,0,0.48,0,0.95
458,1471,61.21,83.96,31.35,96.62,30.02,19.51,84.84,52.48,12.98,7,0.75,2.79,2.38,0.14,0.95,5.98,6.53,13.05,8.43,6.53,7.34,0.82,14.75,6.39,2.58,1.7,2.45,3.2,6.39,5.57,0.61,0.07,0,0.34,9.59,0,0.14,0,0.61,12.85,1.97,2.45,0.61,2.38,3.26,3.2,3.87,2.38,0.34,0.75,1.36,0.88,0.41,0,0.14,8.84,3.67,2.79,1.5,2.45,0.27,2.18,10.47,1.84,12.92,1.7,7.68,3.81,1.9,1.02,0.2,0.95,0.2,0.14,0.2,0.07,0.07,0,0.07,0,19.58,5.3,4.49,0.61,0,0.34,0.82,1.5,0.82,0.34,0.27,5.1
459,105,76.3,94.71,7.56,78.19,17.5,14.29,84.76,51.43,14.29,9.52,0.95,7.62,0.95,0,0,4.76,5.71,17.14,8.57,2.86,6.67,0.95,16.19,7.62,1.9,0.95,0.95,1.9,6.67,4.76,1.9,0,0,0.95,11.43,0,0,0,0,7.62,0,0.95,3.81,0.95,0.95,1.9,0,0,0,0,0,0,0,0,0,16.19,9.52,1.9,3.81,1.9,1.9,1.9,14.29,1.9,13.33,1.9,4.76,7.62,2.86,3.81,0,2.86,0,0,0,0,0,0,0,0,17.14,3.81,2.86,0.95,0,0,0.95,0,0,5.71,0.95,1.9
460,5,92.84,99,1,99,5,20,80,40,0,0,0,0,0,0,0,0,20,0,20,0,0,0,40,0,0,0,0,0,20,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
461,339,75.33,69.2,41.85,64.91,28.25,13.27,88.79,56.05,13.57,7.08,2.95,3.24,0.29,0,0.59,6.49,7.37,17.4,11.5,3.54,6.78,0.29,18.58,6.49,4.42,1.47,0.88,2.95,4.42,3.24,1.18,0,0,0.29,7.08,0,0,0,0,8.55,1.18,0.59,3.24,3.54,0,2.36,1.47,1.18,0,0.29,0.88,0,0.88,0,0,11.21,4.72,2.06,3.24,1.47,1.47,1.77,14.45,3.24,16.52,2.36,11.5,3.24,2.06,0.29,0.59,1.77,0,0,0.88,0,0.29,0,0.59,0,11.21,4.42,2.06,0,0.59,0.29,0,1.77,0,0.29,0,1.77
462,706,90.17,28.08,40.43,75.68,37.16,16.71,76.63,46.74,10.91,6.8,5.81,0.57,0.28,0,0.14,4.11,7.93,14.73,5.95,3.12,4.67,0.42,11.33,5.38,2.41,0.85,3.97,3.4,3.54,3.12,0.42,0.14,0,0,2.55,0,0,0,0,14.16,2.12,4.11,2.97,3.12,1.27,2.83,3.12,2.27,0,0.71,0.85,0.14,0.28,0,0.28,5.24,0.99,1.7,1.98,1.27,0.14,3.12,6.23,1.7,11.76,1.7,7.08,2.97,2.55,1.13,0.14,1.27,0,0,0.57,0.14,0.42,0.14,0,0,16.29,4.39,4.39,0.42,0,0.14,0.28,1.42,0.28,0.14,1.13,3.68
463,239,75.41,18.98,23.86,19.52,34.14,17.99,64.02,40.17,10.88,9.21,7.95,0.42,0,0,0.84,1.67,3.77,12.13,6.28,2.09,6.69,0.84,11.3,4.18,2.93,0.42,11.72,3.77,2.09,0.84,1.26,0,0,1.26,2.51,0.42,0,0,0,7.53,0.42,1.26,2.51,1.67,0.42,2.93,1.67,0.42,0,0.84,0.42,0,0,0,0.42,4.18,0.84,1.67,1.26,0,0.84,2.93,4.6,3.35,7.95,2.51,2.93,2.51,1.67,1.67,2.09,3.77,0,0,0,0,0,0,0,0,139.75,3.77,6.69,0.42,0,0,0,0,0.84,0.42,1.67,125.94
464,549,95.5,69.5,19.53,42.28,49.91,23.13,78.32,47.91,7.29,3.28,0.91,0.91,0.18,0.55,0.73,4.01,12.39,14.03,6.01,3.28,6.56,0,10.93,3.46,1.28,0.55,1.09,2.37,4.92,2.91,2,0.18,0.18,1.09,6.38,0.55,0,0.18,0.91,6.92,1.09,2,0.55,1.82,0.91,1.46,1.46,1.46,0,0,0.36,0.18,0.18,0,0,7.1,3.1,1.09,2,0.91,0.18,3.1,5.83,1.64,13.48,2.19,8.2,2.91,2.91,3.83,1.64,0.73,0,0,0.36,0,0,0.36,0,0,14.39,3.64,4.55,0.18,0.18,0,0,0.18,0,0.55,1.09,4.01
465,257,97.96,57.71,3.52,55.09,42.83,22.57,49.81,29.18,3.89,1.56,0.78,0.39,0.39,0,0,2.33,8.17,10.51,4.67,0.39,1.17,0.39,6.61,1.17,0,0.78,1.56,1.95,1.56,1.56,0,0,0,0,2.72,0.39,0,0.39,0,5.45,1.56,0.78,0,0,2.72,0.39,1.95,0.78,1.17,0,0,0,0,0,0,1.95,1.17,0.78,0,0,0,0,4.28,2.33,7.39,0.39,6.23,1.17,2.72,4.28,0.39,0.78,0,0,0.78,0,0.78,0,0,0,20.62,4.67,10.12,0,0,0,0,3.11,0,0,0,2.72
466,684,93.91,50.58,1,30.72,26.31,31.29,11.84,3.8,1.17,1.17,0.88,0.29,0,0,0,0,0.73,1.75,0,0,0,0.15,0,0.29,0.15,0,1.02,0,0.88,0.58,0.29,0.15,0,0,0.88,0.15,0,0.15,0,0.44,0.15,0,0.15,0.15,0.15,0,0.88,0.58,0.29,0,0.44,0,0,0,0.44,0.73,0.29,0,0.29,0,0.15,0,0,0.15,3.36,0,2.49,0.88,1.02,0.73,0,0,0.58,0,1.9,0,1.9,0,0,0,21.35,4.82,6.73,1.02,0,0,0,0.44,0,0.15,0.29,7.89
467,548,49.13,70.81,33.42,42.32,24.91,16.24,87.96,58.94,20.44,13.87,7.3,1.46,1.09,0,4.01,6.57,6.39,14.42,9.67,5.29,5.84,0.36,18.43,3.1,1.64,1.82,1.28,2.74,4.01,2.37,1.46,0.36,0,0.91,11.86,0,0,0.55,0,11.5,3.28,2.19,2.74,3.28,0.73,1.28,2.19,1.09,0.73,0.18,0.91,0.36,0.55,0,0,5.47,2.37,1.28,1.46,0.55,0.18,1.09,12.77,3.47,9.31,1.28,4.93,3.1,1.46,1.82,0.36,0.55,1.09,0,0.73,0,0.18,0.18,0,0,17.34,5.11,4.2,0.18,0,0.55,0.36,0.73,0,0.18,0.73,5.29
468,617,94.66,55.79,18.95,25.77,22.85,25.61,82.17,47.33,6.16,2.11,0.49,0.65,0,0,0.97,4.05,9.72,15.88,8.59,1.94,6.32,0.49,11.99,4.54,2.43,0.49,0.65,2.59,6.97,3.4,3.4,0.65,0.65,0.81,4.21,0,0,0,0,9.89,1.78,2.11,0.81,3.4,0.81,2.43,4.7,2.59,0.97,0.49,0.97,0.49,0.16,0,0.32,6.81,1.46,1.78,2.27,0.65,1.62,1.46,5.67,3.89,11.83,1.94,8.43,1.3,2.43,1.13,0.97,1.13,0,0.32,0,0,0,0,0,0,14.59,5.35,5.67,0.16,0.16,0,0,0.32,0,0,0,2.92
469,239,76.34,95.66,19.78,65.41,18.38,24.69,81.59,44.35,10.88,8.79,0,5.86,2.09,0,0.84,2.09,6.69,11.72,6.69,5.44,5.02,0.84,15.9,5.02,1.67,0.42,2.09,2.51,2.93,2.51,0.42,0,0,0,11.72,0.42,0.42,0,0,12.97,1.26,5.02,1.67,1.67,1.67,1.67,5.02,4.18,0,0.84,1.26,0.84,0.42,0,0,10.88,7.11,0.84,2.51,1.26,0,1.26,12.13,0.84,14.64,1.67,7.95,5.02,5.44,0.84,0.42,2.09,0,0.42,1.26,0,0,0,0.84,0,18.83,5.02,6.28,0,0.42,0,0.84,0.84,0.84,2.93,0.84,0.84
470,587,97.12,65.25,17.97,95.85,20.96,25.55,73.08,39.52,4.6,1.19,0,0.85,0.34,0,0,3.41,8.01,15.5,7.67,1.53,3.41,0.17,10.9,5.11,2.9,0.85,2.39,1.36,5.11,4.94,0.17,0,0.17,0,3.92,0,0.68,0,0,6.13,1.19,2.56,0.51,1.36,0.68,1.02,3.24,1.19,0.34,1.19,1.02,0.17,0.34,0,0.51,4.26,1.53,1.7,0.85,0.51,0,1.36,7.67,2.56,13.8,1.19,7.84,4.6,3.75,6.13,0.34,0.34,1.87,0,1.53,0,0.51,0.85,0.17,0,24.87,5.79,3.07,0.17,0,1.19,0,4.09,0.34,0.51,0.68,9.03
471,317,85,71.49,30.74,99,26.42,24.29,71.92,35.65,8.52,3.79,2.52,0,0.32,0,0.95,4.73,4.73,11.04,5.68,1.89,5.36,0.32,13.56,3.79,0.63,0.63,11.67,1.58,7.57,7.26,0.32,0,0.32,0,9.78,0.32,0.32,0.32,0.32,7.57,3.15,1.58,0.32,1.26,0.32,1.58,1.89,1.26,0.32,0.32,0.95,0.63,0,0,0.32,10.09,4.73,2.21,1.58,2.84,0,3.15,8.2,1.58,11.04,3.47,5.36,2.84,1.89,4.1,0.63,0.95,0,0.32,0.95,0,0,0.95,0,0,29.97,3.79,4.42,0.32,0.32,0,2.52,2.21,0,1.58,6.94,7.89
472,987,96.63,56.85,3.41,36.46,22.95,25.73,39.01,23.4,3.04,1.01,0.2,0.61,0.1,0,0.1,2.03,6.89,7.9,2.43,1.11,2.74,0.3,3.95,2.03,0.81,0.3,2.13,0.81,1.82,1.22,0.61,0.1,0.1,0,2.74,0.2,0,0,0.41,4.46,1.32,1.11,0.41,0.71,0.41,1.22,1.93,0.91,0.2,0.61,0.2,0,0.2,0,0,2.33,0.91,0.51,0.41,0.61,0.1,0.71,3.34,0.41,7.7,0.91,4.76,2.13,0.91,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,14.49,4.96,4.66,0,0,0.2,0,0.2,0,0.2,0.41,3.85
473,288,93.17,87.4,44.3,65.25,26.18,26.04,76.74,44.44,8.33,4.86,0,2.78,1.39,0,0.69,3.47,7.64,15.62,7.99,2.08,4.17,0.35,13.89,2.78,0.69,1.74,1.39,1.74,2.08,2.08,0,0,0,0,9.72,0,0,0,0,6.6,1.04,1.74,0.35,1.74,1.04,2.08,0.69,0.35,0.35,0,1.04,0,0.69,0.35,0,6.94,4.17,2.08,0.69,1.04,0,1.39,9.72,2.78,17.36,3.47,7.99,6.6,3.47,0.69,3.82,0.69,0,0,0,0,0,0,0,0,17.36,4.51,5.9,0.35,0.35,0.69,0,0.35,0,1.74,0,3.47
474,261,89.33,77.83,18.9,25.77,130.5,15.33,73.18,47.89,9.2,5.75,1.15,0,3.83,0.77,0,3.45,6.13,18.01,9.2,2.68,6.13,0,11.88,2.3,1.53,1.15,4.98,2.3,0.77,0.38,0.38,0,0.38,0,6.9,0,0,0.38,0.77,6.13,1.53,1.53,1.15,2.3,0,1.92,2.68,1.92,0.38,0,0,0,0,0,0,4.98,0.38,1.15,2.68,0.77,0.38,1.92,8.43,3.07,13.03,2.68,9.58,1.92,1.53,4.21,0.38,1.92,0,0,0,0,0,0,0,0,20.31,4.98,2.3,0,0,0,0,0,3.83,3.45,0,5.75
475,140,94.13,52.86,1,78.19,46.67,19.29,12.14,3.57,0,0,0,0,0,0,0,0,0.71,2.14,0,0,1.43,0,0,0.71,0,0,0.71,1.43,2.86,2.86,0,0,0,0,1.43,0,0,0,0,1.43,0,0,0,0,0.71,0.71,0.71,0,0.71,0,0,0,0,0,0,0.71,0,0,0,0.71,0,0,0,0,1.43,0,1.43,0,0.71,2.86,0,0.71,0,0,0,0,0,0,0,0,17.86,3.57,5.71,0,0,0,0,0,0,5,0,3.57
476,389,75.02,62.13,33.89,64.75,24.31,23.65,84.06,52.19,11.05,5.91,2.57,1.03,2.06,0,0.26,5.14,9.25,12.6,7.46,4.37,9,1.03,14.91,2.57,0.51,2.31,2.31,1.8,4.37,3.08,1.03,0,0.51,0.26,6.68,0,0.77,0,0,12.34,4.37,2.83,1.8,2.57,0.26,3.08,1.8,0.77,0.26,0.26,1.03,0,0.26,0.26,0.51,4.88,1.29,2.06,1.54,0.51,0,1.8,10.03,1.03,10.28,2.57,3.34,4.37,3.34,1.29,0.26,2.83,1.29,0,0,0,0,0,0,0,20.05,6.68,4.63,0.51,0.51,0.77,0,0,1.54,0.26,2.06,3.08
477,119,75.31,82.24,10.42,40.93,29.75,26.05,82.35,51.26,15.13,6.72,0,3.36,1.68,0,1.68,8.4,7.56,12.61,5.04,3.36,7.56,0,12.61,5.04,0.84,1.68,0.84,3.36,4.2,2.52,1.68,0,0,0,10.92,0,0.84,0,0,23.53,3.36,5.88,4.2,6.72,1.68,6.72,0.84,0,0.84,0,0.84,0,0.84,0,0,5.88,3.36,0.84,0,0,1.68,0,10.92,0.84,7.56,0,3.36,4.2,3.36,0,0,0,0,0,0,0,0,0,0,0,11.76,3.36,3.36,0.84,0,0.84,0,0,1.68,0,0,1.68
478,259,56.68,13.14,25.17,32.39,51.8,15.44,79.92,49.81,11.2,6.56,5.41,0,0,0,1.16,4.63,7.72,11.2,8.11,6.56,9.27,1.93,15.06,8.88,5.79,1.16,3.86,5.02,4.25,2.32,1.93,0.39,0,0.77,2.32,0,0,0,0,13.51,1.93,1.54,2.32,1.93,0.77,6.18,4.25,3.86,0.39,0,0,0,0,0,0,4.63,0,0.77,1.93,2.32,0,1.93,10.81,1.54,5.79,0,3.47,1.93,2.7,1.93,0.39,1.93,0,0,0.39,0,0,0,0.39,0,18.15,4.63,5.79,0,0,0.39,0,0,0,2.7,2.32,2.32
479,82,88.54,96.6,14.43,96.29,16.4,30.49,63.41,32.93,10.98,7.32,0,6.1,0,0,1.22,3.66,6.1,9.76,2.44,1.22,4.88,0,8.54,7.32,3.66,1.22,4.88,0,7.32,6.1,1.22,0,1.22,0,13.41,1.22,0,0,0,7.32,3.66,1.22,1.22,0,0,1.22,2.44,1.22,1.22,0,0,0,0,0,0,15.85,10.98,1.22,3.66,1.22,0,1.22,7.32,0,10.98,1.22,8.54,1.22,0,2.44,1.22,3.66,0,0,0,0,0,0,0,0,45.12,10.98,13.41,7.32,0,0,0,0,0,3.66,0,9.76
480,156,86.39,55.09,34.38,37.09,17.33,21.15,78.21,49.36,6.41,3.21,0.64,0.64,0.64,0.64,0.64,3.21,10.26,12.82,10.9,3.21,7.05,0.64,17.31,3.21,1.28,0.64,0.64,2.56,1.92,1.28,0.64,0,0.64,0,3.85,0,0,0.64,0,8.97,1.28,3.85,1.28,1.92,0,2.56,3.21,1.92,0,1.28,0,0,0,0,0,5.77,1.28,0.64,2.56,0.64,0.64,3.21,9.62,4.49,16.03,1.92,8.97,4.49,1.28,0.64,0,0.64,0,0,1.28,0,0.64,0.64,0.64,0,23.08,10.9,7.05,0,0,0,1.28,0,0,0,1.28,2.56
481,452,87.45,74.67,33.02,86.87,32.29,19.03,87.61,51.99,10.4,5.97,3.76,0.88,0.22,0.22,0.88,4.42,8.19,17.26,5.97,4.2,9.07,0.22,14.16,3.1,1.99,2.21,0.44,0.88,11.95,7.52,3.98,0.22,0.44,3.32,10.4,0.66,0.22,0.66,0,10.18,3.54,3.54,0.88,0.88,0.88,0.88,2.21,1.33,0,0,5.53,0,1.33,0.22,0,13.94,6.64,5.09,2.43,0.66,3.1,4.87,7.3,1.33,11.28,2.43,6.42,2.65,1.55,1.11,0.22,0.44,0.22,0.22,0,0,0,0,0,0,11.95,3.54,3.98,0,0.22,1.11,0.22,0,0,0.22,0,2.65
482,36,98.02,97.37,1,25.77,36,16.67,86.11,47.22,13.89,8.33,0,2.78,0,0,5.56,5.56,11.11,16.67,2.78,2.78,0,0,16.67,2.78,2.78,2.78,0,2.78,5.56,2.78,2.78,0,0,0,16.67,0,0,0,0,16.67,2.78,8.33,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,2.78,5.56,5.56,2.78,5.56,11.11,0,5.56,0,5.56,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,19.44,5.56,0,0,0,2.78,0,0,0,5.56,0,5.56
483,265,80.06,31.19,50.88,94.66,132.5,24.15,79.25,46.04,9.06,6.04,5.66,0,0,0,0.38,3.02,6.79,13.96,7.92,4.53,7.17,0.75,12.08,4.53,2.26,1.13,1.51,1.89,5.28,4.91,0.38,0.38,0,0,3.4,0,0.38,0,0,8.68,1.13,1.89,1.13,1.51,1.51,1.89,1.13,0.75,0,0.38,0.75,0,0.38,0,0.38,7.92,2.26,1.51,3.4,1.13,0.75,4.15,8.3,1.13,13.58,0.75,8.68,4.15,6.79,3.02,1.13,4.15,0,0,0.75,0,0,0,0.75,0,10.19,2.64,1.89,0.38,0,0,0,0,0,1.89,0,3.4
484,424,68.08,52.83,27.73,65.97,20.19,13.44,83.25,57.55,9.2,4.48,1.89,0.94,1.18,0,0.47,4.72,9.43,15.09,11.32,7.08,10.38,0.47,13.44,4.25,3.77,0.94,1.65,2.12,2.12,2.12,0,0,0,0,3.54,0,0,0,0,7.31,0.94,0.94,0.94,2.12,2.12,2.59,3.3,2.59,0.24,0.47,1.89,0.24,0.24,0,1.65,4.01,1.18,0.24,1.65,0.71,0.24,1.65,10.38,4.25,12.97,0.71,6.6,4.95,1.65,4.25,0.24,2.12,0,0,1.89,0,0.47,0,1.42,0,9.91,5.42,2.83,0,0,0,0,0.24,0,0.24,0,1.18
485,392,95.53,65.86,37.77,84.34,20.63,23.72,82.14,50.26,7.14,4.85,2.81,1.02,0.77,0,0.26,2.3,10.97,16.84,7.4,1.79,8.16,0,11.73,4.08,3.32,0.51,1.79,2.55,3.83,3.32,0,0,0,0,5.87,0.26,0.51,0,0,6.38,1.02,1.02,0.77,2.81,0.77,0.77,2.81,1.02,0.77,0.26,1.53,0.77,0.77,0,0,7.65,2.81,2.3,2.04,1.02,0,0.26,8.42,3.83,15.31,1.53,9.95,3.83,2.81,5.36,0.26,0.26,0,0,0.51,0,0.26,0,0.26,0,30.61,5.1,3.83,0,0,0,1.02,0,0,0,0,20.66
486,204,98.92,57.77,9.79,96.38,40.8,29.9,79.41,48.53,6.86,2.45,1.47,0.98,0,0,0,4.41,11.76,19.61,5.39,1.96,5.39,0,7.35,4.41,1.96,0,1.47,0.98,4.9,4.9,0,0,0,0,3.43,0,0,0,0,9.8,3.43,2.45,1.96,0,0.98,0.98,0.98,0,0.98,0,0,0,0,0,0,8.33,3.43,2.45,3.43,0,0.49,0,3.43,1.47,9.31,0,7.84,1.47,6.37,4.9,0,0.98,0,0,0,0,0,0,0,0,8.33,3.43,1.96,0,0,0,0,1.47,0,0.49,0,0.98
487,493,96.02,77.35,25.44,56.41,23.48,22.72,75.46,45.84,6.9,3.25,0,0.61,0.41,2.03,0.2,3.65,9.74,16.23,7.51,2.64,4.46,0.41,14.2,3.65,2.64,1.22,2.64,2.43,2.43,2.03,0.41,0,0,0,7.71,0,0,2.43,0,7.1,2.03,2.03,0.81,0.61,1.22,0.81,2.43,1.83,0.41,0.2,0.2,0,0,0,0.2,5.27,1.42,1.83,2.23,0.41,0,6.49,4.87,1.22,17.04,1.62,12.37,3.45,2.43,1.22,0.2,0.2,0,0.81,0.61,0,0.61,0,0,0,15.21,5.48,3.85,0.41,0.2,0.2,0,2.43,0.41,0.2,0,2.03
488,141,55.85,63.87,37.87,86.94,14.1,9.22,90.78,54.61,21.28,13.48,7.8,0,4.96,0,0.71,7.8,7.09,12.77,6.38,4.26,4.26,2.13,17.02,3.55,1.42,0.71,2.84,2.13,4.96,4.26,0.71,0,0,0,10.64,0,0,0,0.71,7.8,1.42,0.71,2.84,1.42,0,2.13,3.55,2.84,0.71,0,0.71,0,0,0,0,6.38,1.42,1.42,2.84,2.13,0.71,0,15.6,0.71,10.64,2.13,6.38,2.13,1.42,4.26,1.42,4.26,0,0,1.42,0,1.42,0,0,0,18.44,9.22,2.13,0,0,0,0,0,0,3.55,0,3.55
489,1456,89.39,92.62,37.95,69.77,23.11,16.14,82.35,47.18,9.75,6.59,0.14,5.29,0.76,0,0.41,3.16,7.62,15.8,7.28,3.57,5.49,0.34,13.26,3.78,1.85,0.89,1.44,2.61,3.09,2.68,0.34,0,0.07,0,9.89,0,0.21,0,0.07,6.32,0.55,0.96,0.89,2.95,0.96,0.89,2.47,1.65,0.27,0.62,1.92,0.62,0.07,0,1.24,13.05,7.97,1.99,2.47,1.3,0,1.17,8.45,4.53,18.48,1.85,10.92,5.98,1.79,5.29,2.68,0.76,0.21,0.07,0.14,0.07,0,0,0.07,0,18.13,4.26,6.18,0,0.27,0.21,0.76,1.03,0,1.65,2.88,0.89
490,261,82.75,74.27,47.93,32.34,26.1,14.56,88.12,57.47,13.41,4.98,1.15,0,2.3,0,1.53,8.43,7.28,21.46,8.43,4.98,6.51,2.68,17.62,4.6,2.68,1.53,0.77,1.92,2.3,1.15,0.77,0.38,0,0,9.96,0,0,0,0,10.34,1.15,0.77,0.77,2.3,3.45,1.92,5.36,3.45,0.38,1.53,1.92,1.15,0.38,0,0.38,5.36,0,0.77,1.92,2.68,0.38,2.3,14.18,1.15,17.24,2.3,13.41,1.53,0.38,1.15,0,0,0,0,0,0,0,0,0,0,10.73,3.45,3.45,0,0,0.38,0,0,0,3.45,0,0
491,1951,91.67,73.24,15.32,77.62,26.73,26.29,74.01,42.8,7.43,4.41,0,0.62,0.41,2.82,0.56,3.02,7.59,14.3,5.48,3.18,6.36,0.56,9.84,3.84,1.64,0.82,1.85,1.74,3.49,3.08,0.26,0.1,0.05,0.1,7.02,0.05,0.05,0.92,2.1,6.15,1.64,1.49,0.36,1.28,0.77,1.28,1.54,1.08,0.05,0.31,1.74,0.26,0.36,0.82,0.21,6.77,2,2.67,2.2,0.67,0.05,2.61,6.92,0.82,15.12,1.44,9.89,4,4.05,4.15,1.54,0.41,0,0.05,0.15,0,0.05,0,0.1,0,17.89,4.46,9.23,0,0.05,0,0,0.97,0,0.51,0.21,2.46
492,672,79.87,29.08,76.31,23.44,35.37,17.11,85.71,55.21,13.84,7.29,6.55,0,0,0.3,0.45,6.55,9.23,15.48,8.33,4.02,6.25,1.04,14.43,4.61,2.08,1.49,1.64,1.34,4.17,1.79,1.93,0.15,0.89,0.45,4.02,0,0,0.15,0.3,10.57,3.12,2.08,1.49,1.79,1.64,1.93,4.32,2.38,0.3,1.64,0.89,0.3,0.3,0,0.15,5.21,0.6,2.08,1.93,0.15,0.45,5.06,6.55,0.89,15.48,0.89,8.48,5.95,2.08,0.45,0.3,0.3,0.45,0.15,0,0,0,0,0,0,12.8,3.42,6.99,0,0.15,0,0,0.6,0,0,0,1.64
493,249,94.59,86.09,22.49,99,22.64,24.9,79.52,43.78,9.64,4.82,0,3.61,0.4,0,0.8,4.82,7.63,15.66,6.43,2.01,2.81,0.4,9.64,8.84,2.01,0,4.82,1.2,8.03,7.23,0,0,0,0,7.63,0,0,0,0,12.85,2.01,2.81,2.81,4.02,2.41,0.4,2.01,1.2,0,0.4,0.4,0.4,0,0,0,12.85,5.22,6.02,2.01,1.2,0,1.61,7.23,3.21,16.87,1.61,8.03,7.23,2.81,1.2,0,1.2,0,0,0,0,0,0,0,0,14.46,4.02,0.8,0,0,0,0.8,0,2.41,0.4,4.02,2.01
494,74,94.06,94.74,10.62,51.03,12.33,18.92,77.03,44.59,10.81,5.41,0,5.41,0,0,0,5.41,10.81,12.16,5.41,2.7,2.7,0,13.51,0,0,0,4.05,4.05,1.35,1.35,0,0,0,0,10.81,0,0,0,0,2.7,0,0,1.35,0,1.35,0,0,0,0,0,0,0,0,0,0,17.57,12.16,1.35,5.41,1.35,1.35,5.41,8.11,0,14.86,1.35,8.11,5.41,4.05,2.7,0,4.05,0,0,0,0,0,0,0,0,14.86,5.41,2.7,0,0,0,2.7,0,0,0,2.7,1.35
495,73,24.55,24.66,85.69,98.13,73,8.22,94.52,60.27,16.44,8.22,5.48,0,0,0,2.74,8.22,4.11,12.33,16.44,2.74,8.22,2.74,23.29,4.11,2.74,2.74,2.74,4.11,5.48,5.48,0,0,0,0,5.48,0,0,0,0,15.07,2.74,8.22,0,1.37,1.37,4.11,1.37,1.37,0,0,1.37,0,0,0,0,9.59,1.37,5.48,0,2.74,1.37,5.48,17.81,0,15.07,1.37,5.48,8.22,0,1.37,0,0,0,0,0,0,0,0,0,0,10.96,1.37,2.74,0,0,0,0,1.37,0,5.48,0,0
